Disease,Medication
Acute bronchospasm,Penicillin G Benzathine (Bicillin)
Acute glaucoma,Brimonidine Ophthalmic
Acute glaucoma,Timolol
Acute glaucoma,Latanoprost
Acute glaucoma,Bimatoprost Ophthalmic
Acute glaucoma,Prednisolone Ophthalmic
Acute glaucoma,Travoprost (Travatan)
Acute glaucoma,Pilocarpine Ophthalmic
Acute glaucoma,Acetazolamide (Diamox)
Acute glaucoma,Apraclonidine Ophthalmic
Acute glaucoma,Dorzolamide Ophthalmic
Acute glaucoma,Proparacaine Ophthalmic
Acute glaucoma,Prednisolone
Acute glaucoma,Tropicamide Ophthalmic
Open wound of the chest,Tetanus Toxoid Vaccine (Adacel)
Open wound of the chest,Cefazolin
Open wound of the chest,Ketorolac Ophthalmic Product
Open wound of the chest,Codeine
Open wound of the chest,Iohexol (Omnipaque)
Open wound of the chest,Sodium Bicarbonate
Open wound of the chest,Ampicillin
Dislocation of the patella,Propofol
Dislocation of the patella,Cefoxitin
Dislocation of the patella,Ketamine
Dislocation of the patella,Tetracycline
Dislocation of the patella,Thyroid (Usp) (Armour Thyroid)
Dislocation of the patella,Atropine (Uaa)
Sciatica,Cyclobenzaprine
Sciatica,Methocarbamol
Sciatica,Orphenadrine (Flexon)
Sciatica,Carisoprodol (Soma)
Sciatica,Metaxalone (Skelaxin)
Sciatica,Oxaprozin
Sciatica,Phendimetrazine
Sciatica,Hydrocortisone-Pramoxine Topical
Sciatica,Tolbutamide
Sciatica,Calcifediol
Sciatica,Alosetron (Lotronex)
Sciatica,Pepsin A
Hypercalcemia,Ergocalciferol
Hypercalcemia,Zoledronic Acid (Reclast)
Hypercalcemia,Tacrolimus (Prograf)
Hypercalcemia,Potassium Citrate
Hypercalcemia,Ibandronate (Boniva)
Hypercalcemia,Oxcarbazepine (Trileptal)
Hypercalcemia,Donepezil (Aricept)
Hypercalcemia,Estradiol
Hypercalcemia,Mefloquine
Hypercalcemia,Doxercalciferol (Hectorol)
Hypercalcemia,Suprofen Ophthalmic
Stress incontinence,Tolterodine (Detrol)
Stress incontinence,Oxybutynin
Stress incontinence,Solifenacin (Vesicare)
Stress incontinence,Estroge
Stress incontinence,Darifenacin (Enablex)
Stress incontinence,Tamoxifen
Stress incontinence,Mesna
Stress incontinence,Flavoxate (Urispas)
Stress incontinence,Trospium (Sanctura)
Stress incontinence,Flutamide
Stress incontinence,Fesoterodine (Toviaz)
Varicose veins,Collagenase Topical
Varicose veins,Mupirocin Topical
Varicose veins,Petrolatum Topical
Varicose veins,Silver Nitrate Topical Each
Varicose veins,Collagen
Varicose veins,Cellulose
Varicose veins,Becaplermin Topical
Varicose veins,Sodium Tetradecyl Sulfate (Sotradecol)
Varicose veins,Cilostazol
Varicose veins,Zinc Oxide Topical
Varicose veins,Insulin Isophane (Humulin N)
Varicose veins,Octreotide
Benign kidney cyst,Tamsulosin (Flomax)
Benign kidney cyst,Pioglitazone (Actos)
Benign kidney cyst,Glucosamine
Benign kidney cyst,Tolterodine (Detrol)
Benign kidney cyst,Glimepiride
Benign kidney cyst,Tiotropium (Spiriva)
Benign kidney cyst,Nystatin Topical Product
Benign kidney cyst,Lutropin Alfa (Luveris)
Benign kidney cyst,Pyridostigmine (Mestinon)
Benign kidney cyst,Pentosan Polysulphate Sodium (Elmiron)
Benign kidney cyst,Ciclopirox Topical
Benign kidney cyst,Glycopyrrolate
Hydrocele of the testicle,Simethicone (Degas)
Hydrocele of the testicle,Protamines (Protamine)
Hydrocele of the testicle,Diazoxide
Hydrocele of the testicle,Flurbiprofen
Hydrocele of the testicle,Orlistat (Alli)
Hydrocele of the testicle,Lenalidomide (Revlimid)
Hydrocele of the testicle,Tetrahydrozoline Ophthalmic
Hydrocele of the testicle,Ciclopirox Topical
Hydrocele of the testicle,Methyldopa
Hydrocele of the testicle,Efavirenz
Hydrocele of the testicle,Amantadine
Hydrocele of the testicle,Ubiquinone (Q10)
Degenerative disc disease,Pregabalin (Lyrica)
Degenerative disc disease,Bupivacaine
Degenerative disc disease,Carisoprodol (Soma)
Degenerative disc disease,Tizanidine
Degenerative disc disease,Iohexol (Omnipaque)
Degenerative disc disease,Nabumetone
Degenerative disc disease,Iopamidol (Isovue)
Degenerative disc disease,Oxymorphone (Opana)
Degenerative disc disease,Diclofenac Topical Product
Degenerative disc disease,Chlorzoxazone
Degenerative disc disease,Tegaserod (Zelnorm)
Degenerative disc disease,Chondroitin
Degenerative disc disease,Methylsulfonylmethane
Hirsutism,Eflornithine Topical
Hirsutism,Spironolactone
Hirsutism,Ortho Cyclen
Hirsutism,Hydroquinone Topical
Hirsutism,Adapalene Topical
Hirsutism,Tretinoin Topical
Hirsutism,Modicon
Hirsutism,Betamethasone Topical Product
Hirsutism,Doxepin Topical
Hirsutism,L-Methylfolate
Hirsutism,Azelaic Acid Topical
Dislocation of the foot,Zosyn
Dislocation of the foot,Cortisone
Dislocation of the foot,Pramipexole (Mirapex)
Dislocation of the foot,Gentamicin Ophthalmic
Dislocation of the foot,Amiodarone
Dislocation of the foot,Povidone Iodine Topical (Betadine)
Dislocation of the foot,Bupivacaine
Dislocation of the foot,Vancomycin
Dislocation of the foot,Diclofenac
Dislocation of the foot,Cefazolin
Dislocation of the foot,Celecoxib (Celebrex)
Dislocation of the foot,Tetanus Toxoid Vaccine (Adacel)
Hydronephrosis,Iohexol (Omnipaque)
Hydronephrosis,Opium
Hydronephrosis,Meropenem
Hydronephrosis,Ephedrine (Kie)
Hydronephrosis,Desflurane
Hydronephrosis,Isosorbide Dinitrate
Hydronephrosis,Chondroitin
Hydronephrosis,Prazosin
Hydronephrosis,Erlotinib (Tarceva)
Hydronephrosis,Pancrelipase (Pancrease)
Hydronephrosis,Potassium Citrate
Hydronephrosis,Propafenone
Diverticulosis,Midazolam (Versed)
Diverticulosis,Fentanyl
Diverticulosis,Meperidine (Demerol)
Diverticulosis,Metronidazole
Diverticulosis,Propofol
Diverticulosis,Psyllium
Diverticulosis,Diatrizoate
Diverticulosis,Lubiprostone (Amitiza)
Diverticulosis,Barium Sulfate
Diverticulosis,Methylcellulose (Citrucel)
Diverticulosis,Perphenazine
Pain after an operation,Orphenadrine (Flexon)
Pain after an operation,Butorphanol (Stadol)
Pain after an operation,Dimenhydrinate (Dramamine)
Pain after an operation,Chlorzoxazone
Pain after an operation,Lipase
Pain after an operation,Methotrimeprazine
Pain after an operation,Lyme Disease Vaccine
Pain after an operation,Isoxsuprine
Pain after an operation,Cephapirin
Huntington disease,Quetiapine (Seroquel)
Huntington disease,Memantine (Namenda)
Huntington disease,Risperidone
Huntington disease,Sertraline (Zoloft)
Huntington disease,Tetrabenazine
Huntington disease,Rivastigmine (Exelon)
Huntington disease,Atomoxetine (Strattera)
Huntington disease,Tizanidine
Huntington disease,Lactulose
Huntington disease,Donepezil (Aricept)
Huntington disease,Mirtazapine
Huntington disease,Carbamazepine
West Nile virus,Air
West Nile virus,Mecamylamine
West Nile virus,Troleandomycin
West Nile virus,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
West Nile virus,Pipecuronium (Arduan)
West Nile virus,Grepafloxacin (Raxar)
West Nile virus,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
West Nile virus,Iopanoic Acid
West Nile virus,Conjugated Estrogens Topical
West Nile virus,Malathion Topical
West Nile virus,Gemtuzumab (Mylotarg)
West Nile virus,Norelgestromin (Ortho Evra)
Lymphoma,Rituximab
Lymphoma,Doxorubicin
Lymphoma,Cyclophosphamide
Lymphoma,Vincristine
Lymphoma,Dexamethasone
Lymphoma,Pegfilgrastim (Neulasta)
Lymphoma,Filgrastim (Neupogen)
Lymphoma,Palonosetron (Aloxi)
Lymphoma,Acyclovir
Lymphoma,Vinblastine
Lymphoma,Darbepoetin Alfa (Aranesp)
Lymphoma,Bleomycin
Lymphoma,Aprepitant (Emend)
Dermatitis due to sun exposure,Mupirocin Topical
Dermatitis due to sun exposure,Imiquimod Topical
Dermatitis due to sun exposure,Clobetasol Topical
Dermatitis due to sun exposure,Tretinoin Topical
Dermatitis due to sun exposure,Metronidazole Topical Product
Dermatitis due to sun exposure,Fluorouracil Topical
Dermatitis due to sun exposure,Silver Sulfadiazine Topical
Dermatitis due to sun exposure,Terbinafine Topical
Dermatitis due to sun exposure,Tacrolimus Topical Product
Dermatitis due to sun exposure,Desoximetasone Topical
Dermatitis due to sun exposure,Salicylic Acid Topical
Dermatitis due to sun exposure,Desonide Topical
Anemia due to chronic kidney disease,Darbepoetin Alfa (Aranesp)
Anemia due to chronic kidney disease,Furosemide
Anemia due to chronic kidney disease,Epoetin Alfa (Procrit)
Anemia due to chronic kidney disease,Allopurinol
Anemia due to chronic kidney disease,Digoxin
Anemia due to chronic kidney disease,Ergocalciferol
Anemia due to chronic kidney disease,Hydralazine
Anemia due to chronic kidney disease,Isosorbide
Anemia due to chronic kidney disease,Ferric Oxi
Anemia due to chronic kidney disease,Sodium Bicarbonate
Anemia due to chronic kidney disease,Calcitriol
Anemia due to chronic kidney disease,Paricalcitol (Zemplar)
Anemia due to chronic kidney disease,Tacrolimus (Prograf)
Injury to internal organ,Cefoxitin
Injury to internal organ,Vecuronium
Injury to internal organ,Sodium Polystyrene Sulfonate (Kayexalate)
Injury to internal organ,Sucralfate (Carafate)
Injury to internal organ,Silodosin (Rapaflo)
Injury to internal organ,Barium Sulfate
Injury to internal organ,Rabies Vaccine (Obsolete)
Injury to internal organ,Lactic Acid Topical
Injury to internal organ,Sevelamer (Renvela)
Injury to internal organ,Alfuzosin (Uroxatral)
Injury to internal organ,Sodium Bicarbonate
Scleritis,Prednisolone Ophthalmic
Scleritis,Timolol
Scleritis,Loteprednol-Tobramycin Ophthalmic
Scleritis,Prednisolone-Sodium Sulfacetamide Ophthalmic
Scleritis,Fluorometholone Ophthalmic
Scleritis,Nepafenac Ophthalmic
Scleritis,Fluorescein Ophthalmic
Scleritis,Brimonidine Ophthalmic
Scleritis,Tropicamide Ophthalmic
Scleritis,Erythromycin Topical Product
Scleritis,Benoxinate-Fluorescein Ophthalmic
Scleritis,Bacitracin Ophthalmic
Pterygium,Moxifloxacin (Avelox)
Pterygium,Prednisolone Ophthalmic
Pterygium,Loteprednol-Tobramycin Ophthalmic
Pterygium,Ocular Lubricant
Pterygium,Bimatoprost Ophthalmic
Pterygium,Fluorometholone Ophthalmic
Pterygium,Loteprednol Ophthalmic
Pterygium,Dexamethasone-Tobramycin Ophthalmic
Pterygium,Gatifloxacin (Zymar)
Pterygium,Timolol
Pterygium,Ofloxacin
Pterygium,Portia
Pterygium,Tropicamide Ophthalmic
Fungal infection of the skin,Clotrimazole Topical
Fungal infection of the skin,Ketoconazole
Fungal infection of the skin,Griseofulvin
Fungal infection of the skin,Terbinafine Topical
Fungal infection of the skin,Betamethasone-Clotrimazole Topical
Fungal infection of the skin,Selenium Sulfide Topical
Fungal infection of the skin,Fluconazole (Diflucan)
Fungal infection of the skin,Nystatin Topical Product
Fungal infection of the skin,Econazole Topical
Fungal infection of the skin,Miconazole Topical Product
Fungal infection of the skin,Ciclopirox Topical
Fungal infection of the skin,Terbinafine (Lamisil)
Fungal infection of the skin,Oxiconazole Topical
Insulin overdose,Charcoal
Insulin overdose,Glucose
Insulin overdose,Exenatide (Byetta)
Insulin overdose,Haloperidol
Insulin overdose,Estroge
Insulin overdose,Heparin
Insulin overdose,Dexamethasone Topical Product
Insulin overdose,Mecamylamine
Insulin overdose,Grepafloxacin (Raxar)
Insulin overdose,Malathion Topical
Insulin overdose,Gemtuzumab (Mylotarg)
Insulin overdose,Gadoteridol (Prohance)
Syndrome of inappropriate secretion of ADH (SIADH),Buspirone (Buspar)
Syndrome of inappropriate secretion of ADH (SIADH),Insul
Syndrome of inappropriate secretion of ADH (SIADH),Meclizine
Syndrome of inappropriate secretion of ADH (SIADH),Meperidine (Demerol)
Syndrome of inappropriate secretion of ADH (SIADH),Rosuvastatin (Crestor)
Syndrome of inappropriate secretion of ADH (SIADH),Valsartan (Diovan)
Syndrome of inappropriate secretion of ADH (SIADH),Carvedilol
Syndrome of inappropriate secretion of ADH (SIADH),Insulin
Syndrome of inappropriate secretion of ADH (SIADH),Ceftriaxone
Syndrome of inappropriate secretion of ADH (SIADH),Esomeprazole (Nexium)
Syndrome of inappropriate secretion of ADH (SIADH),Air
Syndrome of inappropriate secretion of ADH (SIADH),Mecamylamine
Foreign body in the ear,Ofloxacin
Foreign body in the ear,Hydrogen Peroxide Topical
Foreign body in the ear,Ketamine
Foreign body in the ear,Benzocaine Topical
Foreign body in the ear,Carbamide Peroxide Otic
Foreign body in the ear,Tetracaine Topical Product
Foreign body in the ear,Varicella-Zoster Immune Globulin
Foreign body in the ear,Prednisolone-Sodium Sulfacetamide Ophthalmic
Foreign body in the ear,Azelaic Acid Topical
Foreign body in the ear,Dextromethorphan (Duramax)
Premenstrual tension syndrome,Fluoxetine (Prozac)
Premenstrual tension syndrome,Citalopram (Celexa)
Premenstrual tension syndrome,Ortho Cyclen
Premenstrual tension syndrome,Rizatriptan (Maxalt)
Premenstrual tension syndrome,Portia
Premenstrual tension syndrome,Frovatriptan (Frova)
Premenstrual tension syndrome,Progesterone
Premenstrual tension syndrome,Tamoxifen
Premenstrual tension syndrome,Nortriptyline
Premenstrual tension syndrome,Metaxalone (Skelaxin)
Premenstrual tension syndrome,Buspirone (Buspar)
Orbital cellulitis,Augmentin
Orbital cellulitis,Clindamycin
Orbital cellulitis,Ciprofloxacin Ophthalmic
Orbital cellulitis,Cefuroxime
Orbital cellulitis,Erythromycin
Orbital cellulitis,Vancomycin
Orbital cellulitis,Cefdinir
Orbital cellulitis,Cefazolin
Orbital cellulitis,Urea
Orbital cellulitis,Oxytetracycline (300 Pro La)
Orbital cellulitis,Polymyxin B Ophthalmic
Orbital cellulitis,Cefotaxime
Injury to the leg,Collagenase Topical
Injury to the leg,Amikacin
Injury to the leg,Fenoprofen (Progesic)
Injury to the leg,Rabies Immune Globul
Injury to the leg,Fondaparinux (Arixtra)
Injury to the leg,Collagen
Hepatic encephalopathy,Lactulose
Hepatic encephalopathy,Spironolactone
Hepatic encephalopathy,Naloxone (Suboxone)
Hepatic encephalopathy,Propranolol
Hepatic encephalopathy,Levocarnitine
Hepatic encephalopathy,Neomycin (Septa)
Hepatic encephalopathy,Vitamin A
Hepatic encephalopathy,Zinc Sulfate
Hepatic encephalopathy,Sodium Polystyrene Sulfonate (Kayexalate)
Hepatic encephalopathy,Zosyn
Hepatic encephalopathy,Thiamine
Hepatic encephalopathy,Haloperidol
Hepatic encephalopathy,Rifaximin
Bone cancer,Bactrim
Bone cancer,Oxycodone
Bone cancer,Fluconazole (Diflucan)
Bone cancer,Zoledronic Acid (Reclast)
Bone cancer,Sennosid
Bone cancer,Mesna
Bone cancer,Cyclophosphamide
Bone cancer,Ifosfamide (Ifex)
Bone cancer,Filgrastim (Neupogen)
Bone cancer,Gemcitabine (Gemzar)
Bone cancer,Carboplatin
Bone cancer,Paclitaxel (Taxol)
Bone cancer,Methadone
Leishmaniasis,Air
Leishmaniasis,Mecamylamine
Leishmaniasis,Troleandomycin
Leishmaniasis,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Leishmaniasis,Pipecuronium (Arduan)
Leishmaniasis,Grepafloxacin (Raxar)
Leishmaniasis,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Leishmaniasis,Iopanoic Acid
Leishmaniasis,Conjugated Estrogens Topical
Leishmaniasis,Malathion Topical
Leishmaniasis,Gemtuzumab (Mylotarg)
Leishmaniasis,Norelgestromin (Ortho Evra)
Chagas disease,Bactrim
Chagas disease,Air
Chagas disease,Mecamylamine
Chagas disease,Troleandomycin
Chagas disease,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Chagas disease,Pipecuronium (Arduan)
Chagas disease,Grepafloxacin (Raxar)
Chagas disease,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Chagas disease,Iopanoic Acid
Chagas disease,Conjugated Estrogens Topical
Chagas disease,Malathion Topical
Chagas disease,Gemtuzumab (Mylotarg)
Syringomyelia,Gabapentin
Syringomyelia,Cetirizine (Zyrtec)
Syringomyelia,Pimecrolimus Topical
Syringomyelia,Triamterene
Syringomyelia,Petrolatum Topical
Syringomyelia,Tretinoin Topical
Syringomyelia,Nabumetone
Syringomyelia,Bisacodyl (The Magic Bullet)
Syringomyelia,Sennosid
Syringomyelia,Zosyn
Syringomyelia,Quinapril
Syringomyelia,Methocarbamol
Syringomyelia,Nystatin Topical Product
Pulmonary fibrosis,Prednisone
Pulmonary fibrosis,Tiotropium (Spiriva)
Pulmonary fibrosis,Oxygen
Pulmonary fibrosis,Mycophenolate Mofetil (Cellcept)
Pulmonary fibrosis,Acetylcysteine
Pulmonary fibrosis,Raloxifene (Evista)
Pulmonary fibrosis,Pramipexole (Mirapex)
Pulmonary fibrosis,Azathioprine
Pulmonary fibrosis,Bosentan (Tracleer)
Pulmonary fibrosis,Isoniazid
Pulmonary fibrosis,Etanercept (Enbrel)
Pulmonary fibrosis,Darifenacin (Enablex)
Pulmonary fibrosis,Tacrolimus (Prograf)
Mitral valve disease,Warfarin
Mitral valve disease,Carvedilol
Mitral valve disease,Digoxin
Mitral valve disease,Spironolactone
Mitral valve disease,Amiodarone
Mitral valve disease,Risedronate (Actonel)
Mitral valve disease,Metolazone
Mitral valve disease,Sotalol
Mitral valve disease,Torsemide
Mitral valve disease,Thyroid (Usp) (Armour Thyroid)
Mitral valve disease,Chondroitin-Glucosamine
Mitral valve disease,Propafenone
Parkinson disease,Ropinirole
Parkinson disease,Pramipexole (Mirapex)
Parkinson disease,Amantadine
Parkinson disease,Donepezil (Aricept)
Parkinson disease,Rasagiline (Azilect)
Parkinson disease,Carbidopa
Parkinson disease,Entacapone (Comtan)
Parkinson disease,Memantine (Namenda)
Parkinson disease,Selegiline
Parkinson disease,Trihexyphenidyl (Artane)
Parkinson disease,Rivastigmine (Exelon)
Gout,Indomethacin
Gout,Allopurinol
Gout,Colchicine
Gout,Febuxostat (Uloric)
Gout,Probenecid
Gout,Ethyl Chloride Topical
Gout,Nilutamide
Gout,Eprosartan (Teveten)
Otitis media,Amoxicillin
Otitis media,Augmentin
Otitis media,Cefdinir
Otitis media,Ofloxacin
Otitis media,Cefprozil
Otitis media,Carbamide Peroxide Otic
Otitis media,Cefaclor (Ceclor)
Otitis media,Cefixime (Suprax)
Drug abuse (opioids),Methadone
Drug abuse (opioids),Buprenorphine (Suboxone)
Drug abuse (opioids),Naloxone (Suboxone)
Drug abuse (opioids),Naltrexone
Drug abuse (opioids),Chlordiazepoxide
Drug abuse (opioids),Paliperidone (Invega)
Drug abuse (opioids),Acamprosate (Campral)
Drug abuse (opioids),Trimipramine
Drug abuse (opioids),Pergolide
Drug abuse (opioids),Magnesium Lactate
Drug abuse (opioids),Hydrocortisone-Neomycin Topical
Drug abuse (opioids),Interferon Alfa-2A
Myelodysplastic syndrome,Darbepoetin Alfa (Aranesp)
Myelodysplastic syndrome,Epoetin Alfa (Procrit)
Myelodysplastic syndrome,Vitamin B 12
Myelodysplastic syndrome,Decitabine
Myelodysplastic syndrome,Tiotropium (Spiriva)
Myelodysplastic syndrome,Deferasirox (Exjade)
Myelodysplastic syndrome,Lactulose
Myelodysplastic syndrome,Sennosid
Myelodysplastic syndrome,Filgrastim (Neupogen)
Myelodysplastic syndrome,Granisetron
Myelodysplastic syndrome,Hydroxychloroquine (Plaquenil)
Myelodysplastic syndrome,Melphalan
Myelodysplastic syndrome,Dexamethasone
Fracture of the shoulder,Disopyramide
Fracture of the shoulder,Vecuronium
Fracture of the shoulder,Carbidopa
Fracture of the shoulder,Clindamycin Topical Product
Acute kidney injury,Allopurinol
Acute kidney injury,Sodium Polystyrene Sulfonate (Kayexalate)
Acute kidney injury,Darbepoetin Alfa (Aranesp)
Acute kidney injury,Epoetin Alfa (Procrit)
Acute kidney injury,Sodium Bicarbonate
Acute kidney injury,Calcitriol
Acute kidney injury,Torsemide
Acute kidney injury,Calcium Acetate
Acute kidney injury,Norepinephrine
